# window centre latitude, window latitude radius, window centre longitude, window longitude radius, POSIX timestamp
38.0,10.0,284.0,10.0,1777669200
# Number of axes
3
# axis 1: pressures
31
1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,70.0,50.0,30.0,20.0,10.0,7.0,5.0,3.0,2.0,1.0
# axis 2: latitudes
41
28.00,28.50,29.00,29.50,30.00,30.50,31.00,31.50,32.00,32.50,33.00,33.50,34.00,34.50,35.00,35.50,36.00,36.50,37.00,37.50,38.00,38.50,39.00,39.50,40.00,40.50,41.00,41.50,42.00,42.50,43.00,43.50,44.00,44.50,45.00,45.50,46.00,46.50,47.00,47.50,48.00
# axis 3: longitudes
41
274.00,274.50,275.00,275.50,276.00,276.50,277.00,277.50,278.00,278.50,279.00,279.50,280.00,280.50,281.00,281.50,282.00,282.50,283.00,283.50,284.00,284.50,285.00,285.50,286.00,286.50,287.00,287.50,288.00,288.50,289.00,289.50,290.00,290.50,291.00,291.50,292.00,292.50,293.00,293.50,294.00
# number of lines of data
52111
# data line component count
3
# now the data in axis 3 major order
# data is: geopotential height [gpm], u-component wind [m/s], v-component wind [m/s]
112.44344,-4.07796,-0.49682
114.81144,-3.53796,-1.50682
114.79544,-3.10796,-1.99682
114.65144,-2.35796,-2.41682
114.90744,-1.52796,-2.99682
114.92344,-0.49796,-3.23682
112.18744,-0.11796,-2.83682
111.75544,0.71204,-3.11682
111.29144,1.65204,-3.75682
111.49944,2.89204,-4.17682
110.33144,3.70204,-4.17682
110.85944,4.62204,-4.64682
112.04344,-0.26796,-3.25682
110.97144,0.37204,-3.68682
102.97144,-1.41796,-4.66682
106.36344,-0.40796,-4.39682
104.42744,0.61204,-3.12682
104.76344,0.92204,-2.82682
102.26744,1.16204,-2.73682
99.21144,1.38204,-2.81682
95.70744,1.73204,-2.80682
94.87544,1.89204,-1.97682
92.26744,-1.10796,-3.62682
91.77144,-0.40796,-3.04682
89.49944,1.61204,-1.05682
90.09144,1.95204,0.97318
89.88344,-0.43796,2.89318
89.99544,-1.90796,3.70318
92.07544,-2.61796,4.58318
94.57144,-3.82796,4.68318
96.25144,-5.17796,3.89318
97.97944,-5.88796,2.72318
99.03544,-6.62796,2.12318
102.36344,-6.18796,2.05318
101.65944,-7.13796,2.07318
106.95544,-6.07796,1.37318
107.45144,-6.11796,1.80318
109.53144,-6.20796,2.00318
112.26744,-5.53796,1.45318
113.57944,-5.25796,0.39318
114.65144,-4.88796,-0.26682
115.21144,-4.27796,-0.69682
114.21944,-3.81796,-0.79682
116.85944,-2.83796,-1.66682
116.36344,-2.63796,-2.71682
116.34744,-2.16796,-3.59682
116.02744,-1.29796,-4.17682
114.52344,-0.60796,-4.36682
113.06744,-0.17796,-4.53682
112.65144,0.64204,-4.73682
111.16344,1.68204,-4.54682
109.61144,2.55204,-4.54682
107.75544,3.40204,-4.43682
115.01944,0.27204,-1.94682
112.85944,-0.04796,-1.60682
113.45144,0.83204,-2.52682
110.50744,1.01204,-2.63682
109.25944,1.03204,-2.37682
107.85144,0.85204,-2.48682
105.09944,2.77204,-3.87682
97.30744,1.17204,-4.83682
97.30744,-0.71796,-1.21682
96.05944,-3.09796,-0.28682
95.35544,-4.52796,-1.76682
91.89944,-5.60796,-3.65682
91.85144,-4.57796,-3.09682
93.40344,-4.03796,-1.33682
92.79544,-3.77796,-1.23682
93.13144,-2.89796,0.82318
94.04344,-2.82796,2.80318
94.92344,-5.64796,3.63318
98.01144,-6.71796,2.69318
99.22744,-7.33796,1.83318
101.73944,-7.60796,0.73318
105.49944,-6.91796,1.07318
105.83544,-7.08796,1.64318
109.17944,-6.59796,1.54318
111.09944,-6.15796,1.76318
113.48344,-5.73796,1.87318
113.09944,-5.53796,1.39318
114.65144,-4.67796,0.72318
115.78744,-4.59796,-0.07682
116.71544,-4.29796,-0.88682
117.81944,-3.65796,-1.46682
117.86744,-3.15796,-2.12682
117.48344,-2.72796,-2.84682
117.22744,-2.05796,-3.57682
116.17144,-1.17796,-4.24682
117.14744,0.23204,-5.04682
115.40344,0.93204,-5.28682
110.39544,1.13204,-4.96682
111.53144,2.37204,-5.44682
111.13144,3.13204,-5.67682
107.56344,3.26204,-5.20682
111.30744,0.36204,-0.69682
113.30744,1.05204,-0.98682
113.70744,1.06204,-0.64682
113.35544,1.85204,-0.73682
108.85944,1.23204,-1.34682
102.97144,0.22204,-2.18682
109.03544,1.49204,-3.24682
102.61944,0.32204,-3.09682
101.46744,-1.80796,-2.30682
98.74744,-3.35796,-1.05682
98.41144,-3.64796,-1.67682
95.22744,-5.06796,-2.68682
97.03544,-5.85796,-4.09682
98.04344,-4.83796,-2.13682
98.90744,-4.59796,-0.73682
98.95544,-5.21796,0.71318
98.98744,-6.02796,0.58318
99.05144,-8.37796,1.00318
105.08344,-6.06796,1.79318
104.39544,-5.71796,2.85318
105.53144,-6.18796,2.88318
106.63544,-6.31796,2.63318
108.98744,-6.09796,2.40318
110.28344,-6.33796,2.11318
113.38744,-5.90796,1.59318
115.48344,-5.53796,1.23318
118.13944,-4.77796,1.19318
115.97944,-5.15796,1.02318
117.49944,-4.85796,0.31318
118.10744,-4.56796,-0.51682
120.42744,-3.75796,-1.47682
119.56344,-3.15796,-2.06682
119.19544,-2.58796,-2.71682
118.84344,-1.93796,-3.67682
117.09944,-1.25796,-4.21682
115.93144,-0.40796,-4.89682
115.05144,0.59204,-5.97682
113.53144,1.54204,-6.76682
109.41944,1.54204,-6.36682
107.30744,2.72204,-5.96682
106.52344,4.02204,-5.29682
111.61144,0.40204,-1.74682
111.21144,0.91204,-1.62682
110.60344,1.13204,-0.85682
107.53144,1.62204,-0.03682
105.40344,1.23204,1.43318
105.61144,1.67204,1.96318
106.12344,1.65204,1.31318
105.16344,-1.33796,-0.43682
106.47544,-1.41796,-2.33682
104.82744,-1.05796,-2.76682
102.79544,-2.31796,-1.89682
100.37944,-3.37796,-1.27682
100.65144,-3.94796,-0.34682
101.30744,-4.52796,-2.55682
101.65944,-4.36796,-1.31682
103.16344,-4.25796,-0.75682
103.40344,-4.83796,1.46318
102.77944,-5.53796,2.14318
107.56344,-4.98796,2.59318
106.74744,-5.61796,2.63318
109.27544,-5.40796,2.56318
111.48344,-5.37796,2.26318
110.97144,-5.64796,2.02318
112.66744,-5.33796,2.21318
113.53144,-5.13796,2.11318
114.85944,-5.04796,2.07318
117.97944,-4.51796,1.57318
120.90744,-4.02796,0.80318
119.94744,-4.13796,0.43318
118.95544,-4.13796,0.23318
119.77144,-3.56796,-0.63682
120.90744,-2.93796,-1.86682
121.91544,-2.09796,-3.17682
119.69144,-1.89796,-3.88682
119.22744,-1.04796,-4.71682
117.54744,-0.24796,-5.31682
112.63544,-0.13796,-5.67682
111.65944,1.00204,-6.26682
109.94744,2.10204,-6.68682
107.29144,2.86204,-6.96682
103.57944,3.21204,-6.39682
113.00344,1.05204,0.86318
108.95544,0.98204,0.22318
108.97144,1.55204,-0.04682
108.18744,0.57204,-0.07682
107.62744,1.28204,-0.85682
104.18744,1.46204,-0.74682
102.53944,1.21204,0.41318
103.46744,-0.54796,-0.28682
104.34744,-0.76796,0.04318
106.47544,-1.32796,-0.93682
105.51544,-1.76796,-0.72682
104.55544,-2.13796,-0.28682
106.87544,-1.96796,-0.72682
104.05944,-3.85796,-0.43682
103.80344,-6.09796,0.87318
105.00344,-5.83796,-0.19682
104.37944,-4.79796,-1.18682
105.01944,-4.38796,1.05318
107.24344,-3.82796,2.00318
108.89144,-3.68796,2.29318
107.14744,-5.26796,2.17318
111.38744,-5.27796,1.28318
113.85144,-4.83796,1.04318
115.91544,-4.38796,0.65318
116.04344,-4.43796,0.49318
116.98744,-4.08796,0.82318
119.99544,-3.72796,0.86318
119.96344,-3.82796,0.90318
122.26744,-3.40796,0.44318
122.66744,-3.01796,-0.49682
122.41144,-2.44796,-1.18682
120.74744,-2.36796,-1.80682
121.88344,-1.70796,-3.11682
122.12344,-1.16796,-4.49682
122.15544,-0.22796,-5.68682
119.59544,0.46204,-6.69682
115.32344,0.91204,-6.92682
111.85144,1.44204,-7.17682
109.14744,2.20204,-7.42682
107.35544,3.16204,-8.13682
105.38744,4.38204,-7.90682
111.33944,0.75204,-2.03682
107.35544,2.14204,-1.58682
103.64344,0.24204,-1.50682
102.90744,1.01204,-0.30682
101.35544,1.09204,-0.09682
101.49944,-0.00796,0.03318
103.13144,0.31204,-0.38682
103.93144,0.71204,0.48318
105.11544,0.12204,0.37318
105.81944,-0.16796,0.43318
106.13944,-0.83796,0.09318
107.40344,-0.44796,-0.56682
104.74744,1.40204,2.34318
106.92344,-0.85796,4.19318
105.93144,-3.22796,3.90318
107.46744,-5.60796,0.66318
111.30744,-6.28796,-1.35682
109.01944,-7.75796,-0.42682
108.95544,-6.74796,-0.05682
110.44344,-5.33796,-0.10682
109.08344,-5.46796,0.73318
113.11544,-5.23796,1.55318
115.05144,-5.07796,1.60318
116.50744,-4.44796,0.54318
119.11544,-3.42796,0.12318
119.43544,-2.84796,0.02318
121.46744,-2.31796,0.36318
121.75544,-2.32796,0.28318
122.26744,-2.16796,-0.08682
122.55544,-1.82796,-1.05682
123.96344,-1.17796,-1.74682
123.40344,-0.95796,-2.44682
121.37144,-0.85796,-2.94682
122.45944,-0.17796,-3.58682
119.75544,-0.32796,-4.92682
120.58744,0.78204,-6.35682
117.94744,1.51204,-7.23682
113.53144,2.23204,-7.70682
109.46744,3.15204,-7.93682
103.49944,3.45204,-7.76682
103.80344,4.91204,-7.96682
113.83544,1.51204,-3.20682
107.65944,1.15204,-2.34682
105.77144,0.97204,-2.59682
103.43544,2.39204,-1.90682
99.41944,0.99204,2.00318
99.30744,-0.10796,1.41318
100.93944,0.19204,1.20318
100.93944,0.63204,0.73318
103.05144,-0.08796,0.80318
105.72344,0.21204,1.34318
107.41944,0.33204,1.21318
110.07544,0.10204,1.40318
108.84344,-0.04796,1.10318
107.46744,0.03204,0.78318
106.89144,-4.05796,2.05318
108.10744,-2.72796,3.04318
112.68344,-3.29796,2.72318
115.69144,-5.24796,0.00318
116.09144,-7.33796,-1.85682
115.72344,-6.34796,-3.48682
113.11544,-6.84796,-2.73682
115.32344,-6.68796,-2.25682
116.95544,-6.17796,-2.07682
118.76344,-5.12796,-1.58682
120.25144,-3.83796,-1.86682
119.86744,-2.33796,-0.98682
121.89944,-1.32796,-0.48682
120.18744,-1.01796,-0.51682
122.49144,-0.32796,-1.01682
124.01144,0.06204,-1.64682
123.13144,0.23204,-1.70682
123.85144,0.60204,-2.31682
123.27544,0.78204,-3.15682
121.70744,0.93204,-4.42682
119.37144,0.91204,-5.22682
119.54744,1.40204,-5.92682
116.68344,1.51204,-7.03682
114.68344,2.58204,-8.44682
110.45944,3.81204,-8.89682
106.12344,4.80204,-8.49682
100.41144,4.96204,-8.33682
113.86744,1.24204,-2.50682
108.90744,2.82204,-2.38682
104.31544,0.64204,-0.20682
107.75544,1.66204,-1.01682
104.58744,2.92204,-2.65682
97.24344,3.46204,-0.93682
94.12344,0.55204,2.46318
96.07544,0.64204,3.12318
101.91544,0.50204,2.20318
102.85944,0.18204,1.79318
105.75544,-0.06796,2.21318
109.25944,-0.25796,2.11318
110.58744,-0.10796,1.27318
110.21944,-0.62796,1.65318
108.84344,-0.02796,1.68318
110.29944,0.18204,1.26318
109.32344,-0.44796,0.43318
110.23544,-1.86796,1.65318
116.26744,-5.22796,-0.66682
120.15544,-4.12796,-0.50682
119.29144,-5.93796,-1.57682
120.13944,-5.88796,-2.27682
121.35544,-5.06796,-2.80682
121.56344,-3.89796,-2.60682
120.47544,-3.49796,-2.68682
121.54744,-2.55796,-2.97682
123.94744,-1.78796,-3.32682
123.41944,-0.91796,-3.16682
121.40344,1.03204,-2.20682
120.65144,2.15204,-1.13682
123.41944,2.81204,-1.10682
123.14744,2.54204,-1.77682
121.77144,2.39204,-2.31682
120.13944,2.27204,-3.08682
120.49144,2.67204,-4.41682
115.86744,2.19204,-5.40682
114.09144,2.05204,-6.72682
111.99544,2.90204,-7.75682
110.09144,4.12204,-8.71682
106.81144,5.28204,-9.07682
100.41144,5.60204,-9.37682
114.12344,3.46204,-3.31682
109.81944,2.71204,-2.35682
105.81944,2.50204,-2.57682
102.23544,3.71204,-0.91682
105.29144,1.88204,-0.18682
100.69944,2.49204,-1.43682
91.14744,1.79204,-1.72682
92.23544,0.30204,-0.31682
96.69944,-0.80796,3.34318
101.88344,0.65204,2.39318
102.90744,0.89204,2.01318
107.27544,0.14204,2.75318
108.07544,0.11204,3.02318
113.30744,-0.08796,3.01318
116.15544,0.02204,1.93318
115.24344,0.46204,2.02318
113.97944,-0.38796,1.05318
112.77944,0.06204,-0.62682
114.69944,-2.74796,1.81318
118.18744,-2.26796,3.47318
119.96344,-4.88796,1.51318
122.61944,-4.45796,0.21318
121.13144,-5.12796,-0.38682
123.59544,-3.01796,-2.24682
122.60344,-2.30796,-2.85682
123.97944,-1.45796,-3.29682
124.97144,-0.46796,-3.72682
124.01144,0.44204,-3.80682
122.17144,1.63204,-4.26682
121.54744,2.88204,-4.26682
120.66744,4.16204,-3.76682
119.64344,5.10204,-1.63682
122.09144,4.80204,-1.02682
120.12344,4.18204,-1.88682
118.74744,4.14204,-3.52682
115.62744,3.70204,-4.91682
112.17144,3.35204,-6.00682
111.61144,4.36204,-7.68682
106.55544,4.98204,-8.83682
105.24344,5.86204,-8.82682
101.27544,6.10204,-9.25682
120.20344,2.86204,-3.99682
116.10744,3.42204,-4.45682
107.01944,4.18204,-2.42682
100.49144,3.58204,-1.75682
97.97944,3.43204,-1.00682
100.66744,3.24204,1.08318
102.52344,3.85204,-1.28682
101.54744,3.41204,-1.32682
95.77144,0.72204,-0.02682
97.11544,0.04204,2.85318
102.74744,0.83204,2.78318
107.69144,1.41204,2.52318
107.38744,2.89204,2.84318
109.56344,1.34204,3.65318
112.49144,0.39204,3.42318
114.20344,0.85204,3.30318
115.32344,1.52204,3.83318
116.73144,0.15204,3.20318
114.21944,-1.81796,2.89318
119.17944,-1.89796,-0.15682
121.37144,-4.02796,0.78318
121.70744,-3.83796,0.17318
123.01944,-3.26796,-1.53682
121.11544,-3.37796,-0.90682
124.26744,-1.58796,-1.38682
124.21944,-0.68796,-2.33682
125.11544,0.59204,-2.98682
124.45944,1.25204,-3.25682
121.73944,1.87204,-3.79682
123.65944,3.49204,-3.99682
120.52344,4.65204,-4.47682
119.72344,6.00204,-4.49682
118.33144,6.50204,-4.58682
116.87544,6.40204,-1.68682
116.10744,5.79204,-2.08682
114.90744,5.61204,-3.76682
113.25944,5.32204,-6.04682
107.03544,5.31204,-7.35682
104.87544,6.15204,-8.52682
103.57944,6.46204,-8.58682
99.88344,6.05204,-9.12682
123.43544,3.59204,-4.03682
118.49144,3.47204,-2.86682
114.15544,3.91204,-2.74682
108.34744,3.30204,-3.76682
101.43544,4.13204,-3.64682
98.04344,4.85204,-1.28682
94.31544,3.89204,0.49318
96.74744,4.10204,1.56318
98.49144,4.79204,0.66318
95.00344,5.08204,-0.26682
95.49944,0.95204,3.38318
100.45944,1.59204,3.11318
101.03544,2.65204,2.74318
101.54744,2.49204,3.09318
104.68344,3.12204,2.80318
103.78744,2.09204,3.32318
105.48344,1.48204,4.22318
109.09944,1.92204,5.91318
109.54744,1.73204,4.64318
112.23544,0.28204,7.42318
119.25944,-3.74796,3.83318
120.52344,-3.29796,2.21318
120.93944,-3.06796,0.70318
121.54744,-2.91796,-0.21682
123.93144,-1.61796,-1.15682
124.52344,-0.89796,-1.50682
125.69144,0.29204,-2.44682
123.19544,0.93204,-3.07682
121.67544,1.79204,-3.43682
121.03544,2.77204,-4.12682
120.97144,4.49204,-4.31682
119.11544,5.83204,-4.01682
114.82744,6.73204,-4.00682
116.92344,8.47204,-4.20682
113.48344,7.67204,-3.29682
110.92344,6.88204,-4.24682
111.06744,6.82204,-6.28682
107.22744,6.71204,-7.36682
102.63544,6.85204,-7.75682
101.06744,6.98204,-7.99682
99.65944,6.88204,-8.93682
124.52344,4.25204,-4.19682
121.46744,4.48204,-3.21682
115.46744,4.74204,-2.52682
112.85944,4.21204,-2.29682
110.33144,4.74204,-2.94682
108.09144,3.61204,-2.62682
105.48344,3.14204,-3.27682
94.44344,4.10204,-2.14682
90.36344,4.53204,0.36318
89.94744,5.04204,1.54318
87.45144,5.94204,1.01318
87.11544,3.73204,3.79318
89.72344,2.40204,4.23318
94.68344,2.72204,3.78318
98.28344,2.55204,3.06318
99.11544,2.21204,2.74318
99.70744,2.68204,1.92318
101.67544,1.91204,4.69318
105.51544,1.66204,5.77318
109.49944,-2.40796,0.97318
114.69944,-5.32796,4.38318
118.82744,-2.69796,3.25318
120.12344,-2.24796,1.87318
121.11544,-2.41796,0.70318
123.64344,-1.67796,-0.26682
124.37944,-0.80796,-1.05682
124.18744,0.02204,-1.36682
124.42744,1.03204,-2.03682
122.23544,1.06204,-3.47682
119.13144,1.74204,-4.06682
118.87544,2.76204,-4.39682
117.51544,3.96204,-5.06682
115.70744,5.20204,-4.87682
113.01944,6.17204,-4.76682
112.15544,7.05204,-5.24682
110.89144,7.80204,-5.68682
108.82744,8.04204,-6.45682
105.21144,8.14204,-6.74682
101.64344,8.08204,-6.77682
98.87544,7.70204,-7.52682
96.37944,7.29204,-8.59682
125.56344,4.37204,-3.32682
120.53944,4.84204,-1.83682
116.69944,4.52204,-1.63682
114.02744,5.41204,-1.56682
113.32344,4.29204,-1.30682
111.64344,4.68204,-2.87682
106.29944,4.44204,-3.30682
103.35544,4.49204,-2.88682
97.54744,4.23204,-2.87682
89.11544,4.94204,-1.81682
85.32344,5.69204,-1.11682
82.49144,5.67204,-0.82682
79.69144,2.58204,3.09318
89.08344,0.68204,3.42318
92.61944,2.25204,3.20318
95.56344,2.09204,3.07318
98.44344,2.72204,2.59318
100.20344,2.06204,3.12318
102.49144,2.53204,3.05318
107.53144,-1.22796,4.44318
113.43544,-0.79796,4.52318
114.52344,-1.63796,4.81318
117.57944,-1.98796,3.70318
