# window centre latitude, window latitude radius, window centre longitude, window longitude radius, POSIX timestamp
38.0,10.0,284.0,10.0,1777723200
# Number of axes
3
# axis 1: pressures
31
1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,70.0,50.0,30.0,20.0,10.0,7.0,5.0,3.0,2.0,1.0
# axis 2: latitudes
41
28.00,28.50,29.00,29.50,30.00,30.50,31.00,31.50,32.00,32.50,33.00,33.50,34.00,34.50,35.00,35.50,36.00,36.50,37.00,37.50,38.00,38.50,39.00,39.50,40.00,40.50,41.00,41.50,42.00,42.50,43.00,43.50,44.00,44.50,45.00,45.50,46.00,46.50,47.00,47.50,48.00
# axis 3: longitudes
41
274.00,274.50,275.00,275.50,276.00,276.50,277.00,277.50,278.00,278.50,279.00,279.50,280.00,280.50,281.00,281.50,282.00,282.50,283.00,283.50,284.00,284.50,285.00,285.50,286.00,286.50,287.00,287.50,288.00,288.50,289.00,289.50,290.00,290.50,291.00,291.50,292.00,292.50,293.00,293.50,294.00
# number of lines of data
52111
# data line component count
3
# now the data in axis 3 major order
# data is: geopotential height [gpm], u-component wind [m/s], v-component wind [m/s]
112.20531,5.57138,9.31845
114.52531,6.15138,9.15845
115.61331,6.15138,9.17845
119.05331,6.45138,9.08845
118.95731,5.77138,9.36845
121.27731,5.69138,9.44845
123.70931,5.01138,9.54845
125.59731,3.82138,8.16845
128.04532,3.18138,7.33845
131.67731,3.58138,6.60845
133.42131,3.45138,6.22845
135.69331,3.76138,5.55845
137.00531,3.16138,4.79845
137.96532,2.29138,4.36845
140.15732,1.39138,3.87845
140.39731,-0.31862,3.65845
143.58131,-1.36862,3.16845
145.40532,-2.60862,2.49845
147.54932,-2.42862,1.66845
147.93332,-2.51862,1.47845
102.81331,-2.63862,-10.76155
101.75731,-1.79862,-9.56155
99.61331,1.65138,-9.52155
92.06131,3.38138,-8.58155
82.81331,2.90138,-5.22155
79.43731,2.30138,3.08845
80.30132,-0.16862,3.50845
79.16531,0.08138,2.77845
81.48531,0.86138,2.33845
85.18131,3.17138,2.13845
84.02931,5.82138,2.71845
80.95731,7.24138,2.95845
82.78131,10.58138,5.18845
84.22131,9.65138,8.45845
85.93331,7.70138,10.74845
85.54931,3.16138,12.34845
87.88531,1.92138,11.68845
93.96531,3.13138,10.72845
99.16531,3.86138,9.97845
101.32531,4.41138,9.62845
104.95731,5.29138,8.56845
108.26931,6.02138,8.60845
110.78131,6.36138,8.52845
112.36531,6.01138,8.46845
114.60532,6.45138,8.64845
116.44531,6.84138,9.06845
117.59731,6.37138,9.35845
118.84531,5.30138,9.71845
122.33331,4.00138,8.99845
125.48531,3.30138,8.08845
128.15732,2.55138,7.29845
130.87732,2.76138,6.44845
133.16531,3.60138,5.86845
134.46132,1.09138,5.86845
135.80531,-1.83862,5.58845
138.31731,-3.34862,5.11845
140.74931,-3.65862,4.00845
142.18932,-4.02862,3.31845
144.79732,-4.13862,2.45845
147.98131,-3.24862,1.52845
148.70131,-2.98862,0.92845
106.60532,-1.57862,-7.86155
105.82131,0.29138,-8.68155
98.95731,0.42138,-7.43155
92.68531,-0.79862,-6.50155
90.90931,0.91138,-4.23155
89.96531,2.21138,-6.58155
77.43731,-0.26862,-1.92155
81.50131,-0.20862,-0.02155
79.06931,0.37138,1.85845
78.62132,-0.03862,2.87845
78.79731,-0.21862,0.42845
76.30132,1.09138,-2.18155
75.86932,6.74138,1.35845
77.03732,8.30138,8.57845
78.65331,6.50138,12.44845
81.78931,3.85138,12.90845
77.30931,0.15138,13.22845
85.64531,2.00138,11.28845
91.74131,3.34138,10.32845
97.40531,4.73138,8.87845
98.76531,5.35138,8.36845
103.99731,7.00138,8.07845
106.04531,7.21138,7.74845
107.61331,7.10138,8.02845
109.45332,7.01138,8.47845
111.19731,6.93138,8.73845
113.40531,6.61138,9.37845
114.94131,4.99138,9.84845
118.04531,3.11138,9.48845
121.13332,1.37138,8.74845
125.14931,-0.02862,8.18845
127.03732,-1.06862,7.53845
130.33331,-2.82862,7.41845
132.95731,-3.41862,7.14845
134.26932,-4.07862,6.24845
137.42131,-4.34862,5.49845
139.90131,-4.49862,4.93845
141.22931,-4.85862,4.16845
142.90932,-4.70862,3.20845
145.51732,-4.09862,2.53845
147.29332,-3.70862,1.66845
108.25331,-3.10862,-4.01155
110.62132,-0.54862,-7.03155
106.25331,1.31138,-8.01155
105.27731,0.71138,-3.73155
95.78931,2.46138,-4.58155
87.96531,-2.59862,-5.23155
75.05331,0.48138,-6.25155
82.52531,-0.02862,-3.51155
82.23731,1.75138,-2.60155
81.40531,2.69138,-0.69155
73.30931,-1.62862,1.26845
75.13332,-0.87862,-0.11155
77.22931,0.62138,-2.07155
78.62132,3.67138,1.48845
77.96531,2.88138,7.43845
82.49331,3.23138,9.22845
80.95731,2.53138,9.77845
78.12531,0.98138,11.18845
85.43731,2.87138,9.37845
90.20531,4.45138,8.66845
94.12531,5.83138,8.83845
95.88531,5.82138,8.33845
101.08531,7.15138,7.35845
102.54131,7.16138,7.09845
105.21331,6.89138,7.73845
106.60532,6.48138,8.63845
108.36531,5.57138,9.74845
111.85331,3.29138,10.01845
114.15731,0.11138,10.32845
117.90131,-2.59862,10.25845
122.15731,-3.36862,9.70845
125.24532,-4.31862,9.22845
127.99731,-4.41862,8.46845
131.38931,-4.53862,7.78845
133.29332,-5.28862,6.71845
137.19731,-5.00862,6.04845
139.98131,-5.14862,4.89845
141.08531,-5.54862,3.81845
142.63731,-5.57862,2.70845
145.88531,-4.67862,1.77845
147.46931,-4.23862,1.27845
111.67731,-0.62862,-2.76155
106.22131,-1.34862,-3.07155
110.65331,0.69138,-4.71155
104.17331,0.63138,-6.96155
97.48531,-0.57862,-5.50155
92.17331,-1.50862,-5.19155
95.53331,1.09138,-5.68155
82.47731,1.37138,-6.50155
81.40531,1.64138,-5.65155
80.20531,2.33138,-1.22155
75.77332,0.19138,0.59845
74.30132,-0.97862,1.50845
77.35732,1.41138,0.63845
80.01331,3.01138,0.38845
79.77332,3.24138,1.52845
82.55731,3.42138,4.19845
83.72531,3.69138,5.39845
79.51731,2.12138,6.71845
79.18131,2.06138,7.24845
87.42131,5.36138,7.24845
86.12531,5.18138,7.34845
90.12531,6.38138,8.23845
92.41331,6.90138,8.07845
96.49331,7.78138,8.57845
98.71732,7.74138,9.11845
100.17331,7.20138,9.75845
101.85331,4.81138,11.30845
105.88531,0.44138,11.93845
109.05331,-2.72862,12.69845
112.33331,-4.16862,12.06845
118.86131,-4.47862,11.05845
122.41331,-5.23862,10.27845
126.10931,-5.60862,8.96845
130.33331,-5.42862,8.47845
132.92531,-5.49862,8.13845
135.94931,-5.80862,7.23845
138.20531,-5.87862,6.17845
139.54932,-6.12862,4.90845
141.72531,-6.11862,3.51845
145.14931,-5.28862,2.28845
147.24532,-4.63862,0.99845
111.78931,-0.63862,-3.02155
108.46131,-0.76862,-2.87155
108.20531,-0.50862,-3.40155
106.70131,0.32138,-4.65155
103.02131,0.19138,-4.32155
101.43731,0.16138,-4.84155
102.57331,2.00138,-5.94155
92.36531,1.11138,-6.33155
83.50131,-0.65862,-7.12155
77.77332,-0.85862,-6.66155
77.78931,2.20138,-4.47155
78.31731,-1.37862,-1.74155
77.08531,-0.24862,0.22845
77.80531,3.48138,0.76845
79.11731,6.61138,2.67845
78.52531,5.01138,3.76845
80.95731,4.20138,3.11845
81.56532,1.15138,1.88845
81.53331,1.62138,2.01845
83.11731,4.50138,2.57845
83.42131,7.30138,4.09845
82.65331,7.75138,6.09845
85.13332,8.43138,8.60845
90.18932,9.59138,9.55845
90.52531,7.96138,9.79845
93.10131,7.86138,10.52845
96.47731,3.08138,13.61845
96.94131,-1.26862,16.02845
100.68531,-3.57862,15.68845
105.61331,-5.10862,14.42845
112.86131,-5.68862,12.58845
120.17331,-5.51862,10.94845
123.58131,-5.71862,10.22845
128.57332,-5.48862,9.60845
131.70932,-5.78862,8.53845
135.21332,-5.90862,7.51845
137.54932,-6.07862,6.72845
138.12531,-6.52862,5.77845
140.28531,-6.53862,4.29845
143.74132,-5.75862,3.09845
146.06131,-5.28862,1.72845
115.99731,0.31138,-2.50155
106.60532,-1.31862,-1.97155
106.90931,-0.79862,-2.87155
109.98132,0.15138,-3.62155
110.94131,1.01138,-3.51155
111.56532,1.61138,-2.71155
104.65331,1.15138,-3.84155
100.63731,1.83138,-3.55155
83.75731,-1.19862,-5.53155
89.03732,-0.60862,-6.92155
84.12531,0.37138,-8.17155
80.10931,1.85138,-5.24155
77.80531,-1.53862,-3.66155
76.95731,1.83138,-1.96155
75.66132,4.55138,2.14845
79.50131,5.15138,5.81845
77.98132,-1.02862,3.59845
82.42931,-2.21862,2.21845
82.89331,-0.76862,0.83845
81.10131,-0.57862,-2.44155
77.72531,4.28138,-1.52155
75.37331,9.54138,3.62845
78.89331,10.38138,8.24845
82.02931,8.50138,10.37845
81.99731,6.93138,9.87845
88.15731,5.87138,12.73845
90.76531,0.56138,14.94845
95.78931,-2.13862,15.00845
101.03732,-3.52862,14.84845
103.29331,-5.49862,14.31845
104.73331,-7.42862,13.10845
115.37331,-6.51862,11.87845
121.82131,-6.29862,10.61845
127.21331,-6.43862,9.06845
130.70131,-6.71862,8.03845
134.79732,-6.70862,6.75845
137.72531,-6.61862,5.67845
139.05331,-6.74862,4.43845
140.58931,-6.58862,3.52845
143.46931,-6.03862,2.30845
146.23732,-5.34862,1.09845
119.13332,0.81138,-2.12155
113.54931,-0.10862,-1.60155
111.90131,-0.39862,-0.93155
114.22131,0.74138,-0.95155
111.10131,0.51138,-2.25155
106.86131,0.76138,-3.20155
106.04531,1.11138,-2.89155
98.97331,2.07138,-4.63155
87.77332,-0.56862,-4.41155
90.20531,-0.16862,-6.06155
91.59731,-2.11862,-6.83155
91.03732,3.25138,-9.09155
78.52531,-0.10862,-5.21155
79.54931,0.02138,-3.38155
73.64531,-5.80862,-5.51155
78.42931,-1.61862,1.94845
78.62132,-3.64862,2.88845
81.43731,-4.21862,1.53845
79.30931,-4.62862,-2.48155
82.15731,-4.17862,-3.48155
79.14931,-6.10862,-3.99155
75.46931,-5.54862,-6.59155
73.94931,7.96138,4.90845
77.05331,7.31138,8.31845
76.22131,6.43138,10.56845
77.98132,3.20138,15.55845
82.89331,-0.52862,17.40845
87.22931,-3.74862,16.25845
96.65331,-4.32862,14.97845
101.72531,-6.04862,13.45845
106.04531,-7.68862,12.38845
113.99731,-7.75862,11.20845
119.62931,-8.20862,10.09845
127.10131,-7.45862,8.53845
130.54131,-7.20862,7.56845
134.10931,-7.16862,6.74845
137.03731,-6.82862,5.32845
138.89331,-6.70862,3.95845
142.78131,-5.95862,2.80845
143.94931,-5.72862,1.43845
147.06931,-4.82862,0.14845
124.01331,0.37138,-1.69155
118.55731,0.73138,-2.60155
115.10131,0.85138,-2.25155
112.79731,1.45138,-0.15155
108.17331,0.14138,0.25845
106.86131,0.41138,-1.46155
103.30931,0.69138,-2.69155
100.84531,1.43138,-3.35155
96.60532,0.18138,-3.36155
97.11731,0.24138,-4.15155
94.33331,-1.10862,-3.47155
98.82932,0.33138,-7.61155
90.52531,0.57138,-8.48155
84.04531,-0.42862,-5.40155
77.62931,-5.16862,-6.33155
80.44531,-4.96862,-5.43155
81.46931,-5.34862,-7.27155
87.40531,-2.44862,-4.48155
87.26131,-2.79862,-0.69155
85.99731,-1.55862,-1.52155
83.32531,-4.07862,-0.76155
75.02131,-9.41862,-1.98155
78.94131,-9.56862,-6.39155
80.95731,-10.19862,-7.01155
76.76531,-1.89862,-1.83155
68.82932,5.46138,18.63845
77.24532,-0.78862,15.86845
81.45332,-5.87862,15.13845
92.07732,-8.61862,11.13845
99.64531,-10.49862,8.20845
109.32531,-10.37862,7.98845
118.36531,-9.00862,6.93845
124.95731,-6.91862,8.57845
127.59731,-6.68862,8.16845
130.63731,-6.91862,7.26845
133.27731,-7.06862,6.33845
136.42931,-6.83862,4.93845
139.22931,-6.26862,3.74845
142.41331,-5.53862,2.61845
144.20531,-5.05862,1.79845
145.82132,-4.63862,0.66845
127.27731,0.57138,-2.18155
124.60532,0.91138,-2.33155
118.33331,1.73138,-2.31155
110.70131,2.02138,-1.85155
106.23731,1.07138,-1.77155
104.76531,0.32138,-1.08155
108.01331,0.22138,-0.86155
102.90931,-0.38862,-1.87155
102.34931,0.41138,-2.20155
100.62132,1.50138,-2.73155
95.82131,-0.88862,-3.79155
96.90931,-1.68862,-5.78155
99.98132,0.27138,-7.46155
89.99731,0.10138,-8.31155
87.35732,-1.69862,-4.02155
86.01331,-3.84862,-2.89155
88.36531,-3.34862,-3.38155
97.88531,3.32138,-5.70155
87.03732,-1.46862,-5.14155
86.58931,0.05138,-2.87155
81.85331,-3.53862,-0.77155
74.31731,-8.57862,-0.20155
76.22131,-9.76862,-1.67155
94.73331,-4.52862,-2.11155
83.02131,-11.89862,-2.83155
85.66132,-11.31862,-4.07155
83.19731,-13.81862,1.00845
91.42131,-13.61862,2.05845
97.22931,-14.05862,2.89845
112.87731,-10.64862,3.88845
117.91731,-8.49862,5.35845
118.97331,-8.27862,7.58845
126.50932,-6.04862,5.84845
129.85332,-5.96862,5.59845
132.14131,-5.94862,6.03845
133.26131,-6.24862,5.48845
136.33331,-5.66862,4.92845
137.94931,-5.38862,4.07845
140.50931,-4.75862,3.05845
142.78131,-4.12862,1.96845
143.38931,-3.64862,0.89845
130.55731,0.31138,-2.20155
126.20531,-0.46862,-3.35155
120.98931,0.79138,-4.25155
112.41331,0.30138,-1.45155
110.68531,0.05138,-1.13155
111.19731,0.55138,-0.76155
106.86131,-2.00862,-0.57155
107.37331,-1.00862,-3.38155
104.49331,-0.33862,-3.41155
102.44531,-1.21862,-2.91155
102.44531,-1.91862,-3.32155
103.03732,-1.66862,-3.99155
103.98132,-1.03862,-5.36155
97.18131,-3.42862,-8.08155
99.32531,-1.10862,-8.64155
92.14131,-1.07862,-6.01155
93.69331,-1.54862,-5.32155
97.29331,1.29138,-6.00155
91.24532,-1.11862,-8.68155
88.58931,-1.10862,-8.10155
85.11731,-0.47862,-4.40155
80.12531,-4.42862,2.39845
87.88531,-5.77862,4.76845
88.87731,-9.00862,2.89845
91.78931,-10.56862,2.28845
95.88531,-11.05862,0.80845
99.70931,-9.29862,-1.51155
100.50932,-10.22862,4.79845
103.61331,-10.75862,8.22845
115.69331,-7.46862,9.93845
121.03732,-6.73862,10.08845
118.95731,-8.07862,7.26845
127.06931,-5.98862,6.31845
133.58131,-3.95862,5.88845
133.50131,-4.77862,5.16845
134.90932,-4.78862,4.53845
136.63731,-4.30862,3.31845
137.70932,-4.00862,2.55845
138.62131,-3.48862,1.81845
141.86931,-2.34862,0.68845
141.93332,-1.93862,-0.14155
135.58131,0.42138,-1.36155
132.39731,0.27138,-1.31155
128.81331,-0.75862,-3.30155
126.04531,0.28138,-1.80155
117.43731,0.24138,-0.35155
117.18131,0.64138,-1.20155
108.42931,-0.69862,-0.36155
113.32531,-0.74862,-1.35155
112.63731,-1.73862,-2.02155
110.94131,-2.18862,-2.36155
110.41331,-1.80862,-3.40155
109.11731,-2.42862,-4.65155
106.41331,-2.04862,-3.84155
105.35732,-2.07862,-4.93155
102.60532,-1.31862,-8.30155
99.91731,-2.07862,-8.82155
102.71732,-0.53862,-7.85155
100.79731,0.72138,-6.41155
97.14931,-0.83862,-5.63155
94.98931,-0.25862,-8.38155
87.82131,-2.22862,-9.96155
87.46931,1.20138,-3.40155
86.73331,-2.89862,8.50845
90.87731,-5.83862,8.37845
95.54931,-7.06862,6.44845
100.65331,-7.87862,5.86845
103.90131,-7.87862,5.83845
107.96531,-7.44862,4.97845
113.64531,-7.47862,4.72845
124.10931,-4.30862,5.32845
121.06931,-6.20862,4.17845
125.14931,-5.34862,4.89845
128.23732,-4.49862,4.94845
132.01331,-3.08862,4.36845
132.98932,-3.23862,3.69845
133.19731,-3.32862,2.92845
135.82132,-2.73862,2.44845
136.62131,-2.33862,1.30845
137.61331,-1.74862,0.48845
140.92531,-0.74862,-0.42155
141.35732,-1.18862,-0.94155
140.74931,-0.76862,-2.31155
138.47731,0.13138,-1.96155
131.37331,0.07138,-1.16155
130.49332,-1.58862,-3.58155
128.36531,-0.57862,-1.47155
120.66931,-0.25862,-1.25155
120.60532,0.20138,-1.38155
121.24532,0.95138,-1.22155
113.38931,-0.34862,-0.23155
116.66931,-2.29862,-1.11155
118.78131,-2.20862,-2.42155
116.47731,-2.25862,-3.09155
115.96531,-1.64862,-3.09155
114.89331,-1.05862,-3.53155
112.68531,-0.44862,-4.53155
110.38131,-0.44862,-6.03155
107.40531,0.40138,-7.15155
104.20531,2.37138,-7.26155
100.55731,1.42138,-5.86155
96.70131,-0.29862,-6.31155
95.42131,-1.37862,-7.19155
91.72531,-3.78862,-7.01155
88.26931,3.05138,-2.83155
92.09332,-4.30862,9.13845
95.46931,-4.61862,8.92845
100.81331,-4.97862,9.38845
104.23731,-4.91862,9.10845
108.86131,-4.40862,9.33845
115.05331,-3.71862,9.03845
125.19731,-2.18862,8.42845
126.18932,-3.03862,7.84845
128.66931,-2.16862,7.17845
125.91731,-3.53862,5.86845
129.88531,-2.85862,4.10845
131.03731,-3.02862,2.74845
133.11731,-2.54862,1.58845
134.38132,-2.06862,0.63845
136.26932,-1.28862,0.21845
137.94931,-0.67862,-0.03155
138.95731,-1.20862,-0.93155
141.83731,-0.48862,-1.42155
145.66132,-0.30862,-1.43155
142.36531,-0.33862,-1.06155
138.01331,-0.70862,-2.22155
134.38132,0.23138,-1.19155
133.05331,-0.87862,-2.73155
134.25331,-0.83862,-1.41155
132.63731,-0.83862,-1.29155
128.84531,0.17138,-1.42155
120.20531,0.75138,-1.27155
116.54131,-0.29862,-0.47155
118.81331,-1.42862,-1.45155
116.54131,-1.73862,-1.50155
121.26131,-1.69862,-3.53155
121.86932,-0.68862,-3.97155
118.44531,0.08138,-2.70155
113.43731,-0.22862,-3.12155
110.28531,-0.37862,-5.28155
107.26131,0.37138,-6.57155
102.62132,1.48138,-6.00155
101.00531,0.98138,-8.38155
101.38931,-1.27862,-8.44155
96.65331,-3.32862,-8.43155
94.82932,-4.90862,-3.61155
97.53331,-1.78862,0.33845
101.16531,-1.20862,5.72845
100.46131,-3.20862,8.80845
103.59731,-4.16862,9.86845
108.98931,-4.28862,9.41845
114.94131,-3.49862,8.66845
121.72531,-2.71862,7.36845
125.43731,-2.81862,5.50845
127.30931,-2.48862,5.28845
126.46131,-3.24862,4.73845
129.34131,-2.59862,3.87845
129.96532,-2.47862,2.68845
132.31731,-2.23862,1.76845
136.06131,-2.62862,1.19845
137.08531,-2.44862,0.81845
138.54131,-1.50862,-0.02155
140.30132,-0.77862,-0.53155
142.38132,0.23138,-1.11155
148.54131,-1.14862,-1.72155
146.60532,-0.56862,-1.31155
143.40532,-0.81862,-0.96155
143.45331,-0.41862,-1.44155
141.78931,0.37138,-1.25155
137.77332,0.19138,-1.09155
135.43732,-0.14862,-1.23155
135.19731,-0.03862,-1.80155
130.46132,-0.17862,-1.34155
124.87731,1.17138,-1.11155
121.10131,0.63138,-2.71155
118.76531,-0.08862,-1.92155
123.21331,-0.37862,-2.15155
125.14931,0.10138,-2.99155
122.28531,0.66138,-1.67155
116.79731,-0.38862,-1.84155
112.04531,-1.83862,-3.54155
109.78931,-2.98862,-7.12155
107.13332,-2.50862,-7.44155
105.27731,-0.88862,-6.22155
105.05331,-0.90862,-7.32155
106.71732,-1.98862,-6.31155
103.58131,-0.70862,-5.38155
102.63731,0.43138,-3.12155
104.20531,1.82138,1.15845
103.88531,0.02138,1.84845
107.02131,-2.10862,9.81845
110.71732,-2.73862,8.10845
115.11731,-3.46862,7.07845
120.97331,-2.48862,6.19845
125.40531,-1.84862,6.35845
126.63731,-2.46862,5.46845
127.40531,-2.68862,4.13845
128.41331,-3.00862,3.85845
131.08531,-2.94862,3.41845
133.88531,-2.83862,2.47845
136.95731,-2.60862,1.39845
138.54131,-2.20862,0.42845
139.06931,-1.56862,-0.08155
140.09331,-0.83862,-0.83155
141.00531,0.08138,-1.46155
150.23732,-1.47862,-1.31155
149.77332,-1.05862,-1.05155
148.87732,-1.22862,-1.07155
147.98131,-0.88862,-1.01155
149.00531,-0.84862,-1.42155
144.95731,-0.80862,-1.18155
143.29332,-0.45862,-1.10155
142.17331,-0.08862,-1.24155
139.46931,-0.23862,-1.24155
135.88531,0.54138,-0.92155
131.08531,1.10138,-2.44155
129.96532,1.77138,-3.05155
125.64531,0.55138,-0.83155
125.05331,2.13138,-1.93155
122.92532,0.65138,-2.11155
116.81331,-1.03862,-1.68155
114.14131,-1.24862,-2.30155
114.25331,-2.18862,-4.38155
112.14131,-2.35862,-5.89155
111.06931,-2.56862,-7.91155
109.99731,-2.65862,-9.64155
109.75731,-1.26862,-8.78155
110.01331,-0.30862,-4.36155
111.11731,1.22138,-2.86155
110.02931,1.89138,-2.05155
107.50131,-0.34862,3.38845
109.90131,-3.74862,4.93845
113.67731,-4.11862,5.71845
117.91731,-2.05862,6.09845
120.65331,-0.83862,6.60845
123.14931,-1.43862,5.43845
125.42131,-2.25862,4.29845
127.61331,-2.80862,3.56845
130.10931,-2.93862,3.14845
132.65331,-2.97862,2.70845
134.90932,-2.95862,1.96845
137.19731,-2.62862,1.24845
140.39731,-1.79862,0.40845
138.98932,-1.53862,-0.48155
138.22131,-1.01862,-1.18155
139.62932,-0.11862,-1.87155
152.54131,-1.11862,-0.99155
151.66132,-0.75862,-1.51155
151.50131,-0.94862,-0.78155
152.36531,-0.58862,-0.78155
150.46132,-0.45862,-0.62155
148.15732,-0.29862,-0.86155
146.52531,-0.52862,-0.96155
147.22931,0.38138,-0.66155
141.78931,-0.22862,-0.34155
142.36531,0.21138,-0.49155
140.76532,0.81138,-0.91155
136.14131,0.80138,-1.06155
128.36531,1.12138,-1.34155
122.95731,0.60138,-1.22155
120.44531,0.42138,-1.59155
119.26131,-0.24862,-2.66155
117.94931,-1.77862,-2.78155
116.95731,-1.86862,-5.18155
118.04531,-0.89862,-5.99155
114.34931,-0.04862,-6.98155
114.38131,0.74138,-9.18155
113.80531,0.37138,-8.33155
