# window centre latitude, window latitude radius, window centre longitude, window longitude radius, POSIX timestamp
38.0,10.0,284.0,10.0,1777658400
# Number of axes
3
# axis 1: pressures
31
1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,70.0,50.0,30.0,20.0,10.0,7.0,5.0,3.0,2.0,1.0
# axis 2: latitudes
41
28.00,28.50,29.00,29.50,30.00,30.50,31.00,31.50,32.00,32.50,33.00,33.50,34.00,34.50,35.00,35.50,36.00,36.50,37.00,37.50,38.00,38.50,39.00,39.50,40.00,40.50,41.00,41.50,42.00,42.50,43.00,43.50,44.00,44.50,45.00,45.50,46.00,46.50,47.00,47.50,48.00
# axis 3: longitudes
41
274.00,274.50,275.00,275.50,276.00,276.50,277.00,277.50,278.00,278.50,279.00,279.50,280.00,280.50,281.00,281.50,282.00,282.50,283.00,283.50,284.00,284.50,285.00,285.50,286.00,286.50,287.00,287.50,288.00,288.50,289.00,289.50,290.00,290.50,291.00,291.50,292.00,292.50,293.00,293.50,294.00
# number of lines of data
52111
# data line component count
3
# now the data in axis 3 major order
# data is: geopotential height [gpm], u-component wind [m/s], v-component wind [m/s]
103.74366,-6.33559,1.39912
104.41566,-7.38559,2.12912
105.03966,-7.72559,1.81912
107.42366,-7.50559,1.90912
106.86366,-8.17559,1.63912
109.18365,-7.75559,0.67912
110.52766,-7.59559,-0.01088
111.00766,-7.41559,0.03912
112.59166,-6.87559,0.61912
115.90366,-5.90559,0.76912
117.75966,-5.31559,0.60912
116.68766,-5.45559,-0.06088
117.32766,-5.18559,-1.07088
116.70366,-4.94559,-1.61088
117.18365,-4.41559,-2.18088
117.31166,-3.77559,-3.07088
117.05566,-3.21559,-3.74088
116.73566,-2.62559,-4.65088
115.07166,-2.06559,-5.04088
112.97565,-1.15559,-5.10088
109.77566,-0.27559,-5.18088
109.93566,1.25441,-5.91088
107.72766,2.48441,-6.17088
104.78366,2.98441,-5.77088
101.95166,3.38441,-5.98088
100.73566,4.88441,-5.56088
118.35166,1.33441,-2.77088
114.22366,1.15441,-2.25088
112.39966,1.49441,-1.93088
111.42366,1.61441,-0.76088
112.03166,1.38441,-0.01088
110.71966,0.38441,-0.06088
110.22366,-0.45559,-1.07088
108.86366,-0.68559,-2.45088
110.04766,-0.97559,-2.24088
107.26366,-4.12559,-1.99088
108.92766,-2.00559,-1.46088
110.51166,-2.50559,-0.05088
111.00766,-3.94559,0.63912
108.63966,-5.37559,-1.40088
107.67966,-5.60559,0.81912
106.30366,-5.34559,1.88912
105.27966,-6.32559,2.86912
108.49566,-6.29559,2.48912
110.38366,-6.10559,2.59912
109.34366,-6.74559,2.18912
110.19166,-6.76559,1.69912
112.46366,-6.57559,0.92912
115.35966,-5.63559,0.68912
115.53566,-5.11559,0.83912
116.63966,-5.03559,0.71912
118.86366,-4.71559,0.27912
116.81566,-4.99559,0.00912
115.39165,-5.28559,-0.49088
118.27166,-4.72559,-1.59088
117.72766,-4.53559,-2.27088
119.31166,-3.80559,-3.15088
118.92766,-3.12559,-3.94088
115.96766,-2.65559,-4.34088
115.23166,-1.71559,-5.24088
114.55966,-0.32559,-6.02088
110.43166,0.32441,-6.26088
106.76765,1.11441,-6.26088
105.90366,1.79441,-6.94088
102.57566,2.39441,-7.11088
100.67166,4.38441,-6.48088
97.85566,4.79441,-6.51088
120.60766,0.50441,-1.82088
115.34366,1.76441,-2.20088
112.38366,1.36441,-1.45088
114.25566,0.42441,-0.30088
113.31166,0.68441,-0.55088
110.44765,0.21441,-0.44088
109.63166,-0.72559,-0.31088
111.77566,-1.87559,-1.17088
115.79166,-1.48559,-1.94088
113.29566,-1.78559,-2.32088
109.79166,-3.70559,-0.49088
113.23166,-0.55559,-0.23088
111.79166,-1.15559,0.88912
113.53566,-3.28559,1.47912
115.26366,-4.35559,-2.63088
112.22366,-5.97559,-2.02088
110.51166,-5.46559,-0.93088
110.25566,-5.83559,2.15912
109.83966,-5.64559,1.77912
109.31166,-5.88559,2.02912
111.35966,-5.43559,2.08912
113.61566,-5.26559,1.90912
115.24766,-5.05559,1.29912
116.86366,-4.46559,0.70912
116.76765,-4.14559,0.57912
118.28766,-4.07559,0.37912
120.22366,-3.89559,0.11912
116.33566,-4.48559,0.16912
115.31166,-4.50559,-0.22088
117.55166,-4.01559,-1.45088
119.23166,-3.20559,-2.58088
118.30366,-2.75559,-3.65088
119.29566,-1.84559,-4.85088
115.66366,-1.46559,-5.61088
112.81566,-0.64559,-6.25088
112.47966,0.62441,-7.09088
107.85566,1.30441,-7.51088
103.16766,2.13441,-7.40088
101.66366,3.05441,-7.66088
98.51166,3.63441,-7.53088
94.73566,4.27441,-7.48088
119.66366,0.70441,-2.72088
117.75966,1.18441,-1.90088
115.64766,0.63441,-0.94088
113.88766,0.05441,-0.74088
111.74366,-0.29559,-0.55088
108.11166,-1.18559,-0.49088
111.48766,-1.33559,-0.58088
114.89566,-0.94559,0.12912
117.27966,-0.63559,-0.45088
116.68766,-1.16559,-0.36088
115.55166,-2.54559,0.07912
117.15166,-2.28559,0.04912
113.87166,-1.14559,1.13912
113.18365,-1.17559,2.77912
112.75166,-1.48559,3.43912
115.39165,-4.11559,1.90912
117.72766,-6.87559,-2.10088
117.05566,-7.50559,-2.56088
116.60766,-6.97559,-2.27088
113.63166,-6.76559,-2.20088
114.89566,-5.61559,-1.71088
115.19966,-5.05559,-1.14088
117.37566,-4.43559,-0.25088
117.71165,-3.69559,0.11912
118.09566,-3.14559,0.01912
118.12766,-2.77559,0.09912
118.46366,-2.78559,0.21912
118.95966,-2.84559,-0.05088
118.31966,-2.96559,-0.43088
115.88766,-2.99559,-1.45088
116.89566,-2.22559,-2.43088
118.67166,-1.70559,-3.60088
117.35966,-1.37559,-4.65088
117.45566,-0.48559,-5.62088
113.55166,0.04441,-6.54088
110.79966,1.03441,-7.24088
108.03166,1.98441,-7.95088
104.17566,2.95441,-8.28088
100.14366,3.59441,-8.06088
96.46366,4.18441,-8.12088
93.19966,4.78441,-7.56088
120.27166,0.72441,-2.13088
116.97565,0.33441,-2.09088
115.75966,0.04441,-1.00088
112.52766,0.33441,0.44912
112.47966,-1.02559,-0.16088
111.95166,-1.07559,-0.59088
110.17566,-1.43559,0.08912
111.37566,-1.40559,0.46912
115.50365,-1.26559,1.23912
117.64766,-1.72559,1.15912
120.44765,-1.54559,1.27912
120.30366,-2.17559,1.32912
120.51166,-2.45559,1.14912
119.88766,-2.33559,1.70912
117.34366,-1.89559,2.87912
115.67966,-2.35559,2.84912
116.55966,-3.35559,2.47912
118.59166,-5.51559,0.47912
121.88766,-7.85559,-2.40088
122.54366,-6.58559,-4.21088
120.46366,-5.68559,-3.74088
120.28766,-4.45559,-3.77088
119.59966,-3.86559,-2.83088
119.95166,-3.00559,-1.51088
119.13566,-2.49559,-1.79088
118.06366,-1.80559,-0.71088
118.11166,-1.61559,-0.55088
119.26366,-1.08559,-0.70088
119.11966,-0.99559,-1.02088
117.77566,-1.13559,-1.24088
116.30366,-1.08559,-1.94088
114.99166,-0.82559,-3.09088
115.21566,-0.22559,-4.24088
115.27966,0.25441,-5.59088
114.55966,0.61441,-7.17088
110.99166,1.31441,-8.16088
107.07166,2.58441,-8.31088
102.54366,3.58441,-8.16088
98.78366,4.39441,-8.41088
94.91166,4.74441,-8.84088
90.52766,5.26441,-8.58088
121.69566,1.35441,-2.66088
115.88766,1.15441,-0.86088
115.47166,1.04441,-0.73088
110.86366,2.31441,-1.24088
106.20766,2.22441,-0.75088
109.69566,1.44441,1.12912
110.59166,0.17441,2.08912
109.93566,-0.82559,1.51912
113.53566,-0.69559,0.76912
114.54366,-0.46559,1.37912
116.12766,-0.65559,2.04912
116.06366,-1.97559,2.81912
119.93566,-2.47559,2.01912
122.14366,-2.76559,1.09912
124.65565,-2.51559,-0.37088
121.55166,-2.41559,0.01912
119.10366,-2.14559,0.77912
117.40766,-2.23559,0.87912
120.78366,-4.58559,-0.19088
127.40766,-4.90559,-1.16088
127.56766,-5.44559,-3.05088
126.09566,-4.58559,-3.82088
127.11966,-3.15559,-4.21088
121.91965,-3.14559,-4.29088
122.23965,-2.50559,-4.38088
120.94366,-1.54559,-4.74088
120.14366,-0.37559,-3.36088
118.51166,0.12441,-1.44088
119.67966,1.00441,-1.62088
118.86366,0.82441,-2.16088
116.94366,0.57441,-2.64088
115.35966,0.63441,-3.15088
114.33566,0.90441,-3.91088
113.35966,1.30441,-4.97088
111.71165,1.55441,-6.73088
109.83966,2.14441,-8.05088
106.83166,3.02441,-8.55088
101.77566,4.18441,-8.93088
97.58366,5.23441,-8.64088
93.42366,5.70441,-8.43088
89.50365,5.96441,-8.46088
123.64766,2.30441,-2.91088
117.59966,2.13441,-2.57088
112.59166,2.48441,-1.73088
113.79166,1.52441,-0.30088
109.51966,2.55441,-0.95088
99.55166,2.58441,-0.05088
98.17566,2.92441,0.64912
96.63966,-1.79559,2.86912
111.40766,-0.32559,1.83912
116.25566,0.43441,1.48912
116.15966,-0.15559,1.53912
118.28766,-0.60559,1.55912
117.27966,-1.06559,1.93912
122.28766,-1.84559,1.29912
122.68766,-1.85559,1.98912
124.15966,-1.72559,0.99912
123.19966,-2.42559,0.35912
122.36766,-2.09559,0.64912
120.71966,-2.96559,1.10912
124.57566,-1.12559,1.37912
129.24767,-4.45559,-0.74088
129.69566,-3.45559,-4.13088
126.01566,-3.47559,-4.57088
126.23965,-2.28559,-4.91088
126.19166,-1.40559,-4.70088
124.15966,-0.70559,-4.62088
123.98366,0.45441,-4.93088
120.14366,1.10441,-4.96088
118.79966,2.55441,-4.14088
117.59966,3.12441,-2.18088
118.11166,3.01441,-2.02088
115.00766,2.26441,-2.64088
113.93566,2.33441,-3.61088
113.05566,2.83441,-5.11088
109.85566,2.84441,-6.46088
108.11166,2.78441,-7.34088
105.51966,3.27441,-8.32088
100.47966,4.77441,-8.70088
96.46366,5.74441,-8.56088
92.44765,5.96441,-8.44088
88.06366,6.60441,-8.45088
122.36766,2.92441,-2.73088
120.54366,3.43441,-1.93088
115.29566,3.44441,-1.89088
109.53566,2.86441,-1.04088
109.29566,2.49441,1.00912
111.88766,3.45441,-0.92088
107.08766,4.33441,-1.85088
95.24766,2.15441,0.12912
100.92766,0.17441,2.19912
109.98366,0.65441,2.75912
116.76765,1.09441,2.30912
117.47166,1.18441,1.89912
116.89566,0.91441,2.55912
119.91965,0.48441,2.44912
117.67966,-0.48559,2.61912
119.27966,-1.49559,2.69912
123.83966,-0.82559,1.64912
124.92766,-0.53559,1.57912
122.75166,-1.93559,1.68912
125.16766,-3.50559,1.40912
131.77567,-3.60559,-0.62088
133.34366,-1.56559,-3.38088
127.56766,-2.92559,-4.15088
127.27966,-1.84559,-4.35088
126.31966,-0.65559,-4.48088
125.53566,0.33441,-4.90088
124.99166,1.31441,-4.96088
120.17566,1.76441,-4.92088
121.10366,3.35441,-4.79088
117.72766,4.34441,-4.33088
114.46366,5.01441,-3.53088
114.63966,4.50441,-1.54088
112.67166,3.93441,-2.19088
112.28766,4.26441,-4.16088
108.76765,4.24441,-5.80088
105.56766,4.15441,-7.10088
103.71165,4.66441,-8.23088
100.41566,6.00441,-8.62088
95.82366,6.42441,-8.44088
91.58366,6.72441,-8.25088
86.27166,7.48441,-7.39088
125.47166,3.59441,-5.41088
118.25566,3.97441,-1.96088
115.85566,4.40441,-1.13088
111.35966,4.03441,-1.11088
106.39966,3.54441,-0.90088
106.06366,3.44441,0.49912
104.63966,3.69441,0.25912
104.39966,4.31441,1.30912
102.06366,5.37441,0.28912
96.11166,3.23441,1.64912
106.36766,0.52441,3.97912
112.27166,1.69441,2.93912
113.95166,1.93441,2.69912
114.51166,1.34441,3.12912
112.92766,0.64441,2.83912
112.52766,0.39441,2.41912
115.71165,-0.30559,2.73912
121.47166,0.08441,2.34912
120.17566,0.44441,1.38912
119.90366,-0.59559,1.73912
126.99166,-4.47559,1.06912
132.27165,-1.46559,-1.95088
128.65565,-2.33559,-3.33088
126.78366,-1.87559,-4.16088
126.86366,-0.64559,-4.95088
125.24766,0.45441,-5.17088
126.51166,1.77441,-5.28088
119.48766,1.97441,-5.20088
118.27166,3.09441,-5.04088
119.63166,4.80441,-4.59088
115.08766,5.64441,-4.26088
112.89566,7.08441,-4.23088
108.95966,5.87441,-1.85088
109.29566,5.26441,-2.73088
106.65565,5.28441,-4.87088
105.34366,6.09441,-6.80088
101.37566,6.20441,-7.43088
98.60766,6.85441,-7.62088
95.61566,7.16441,-8.40088
89.85566,7.18441,-8.68088
85.11966,7.40441,-7.73088
130.49565,4.40441,-2.49088
129.90366,3.83441,-3.90088
119.34366,5.46441,-3.82088
111.98366,5.16441,-1.08088
108.25566,4.93441,-1.10088
105.51966,4.31441,-0.21088
103.80766,3.93441,0.38912
97.82366,3.61441,1.46912
98.55966,3.73441,2.13912
96.70366,4.75441,1.86912
91.93566,3.96441,2.46912
101.10366,1.87441,4.23912
107.40766,0.99441,4.04912
112.51166,1.26441,2.89912
113.67966,0.13441,2.86912
114.83166,0.99441,2.76912
115.19966,0.20441,2.15912
117.71165,-0.11559,1.80912
117.58366,-0.90559,1.93912
123.40766,-1.97559,0.91912
126.71966,-0.07559,0.93912
126.81566,-1.70559,-0.63088
125.91965,-1.79559,-2.58088
126.43166,-1.48559,-3.61088
125.96766,-1.10559,-4.48088
122.99166,-0.52559,-4.83088
126.17566,0.65441,-5.02088
121.10366,0.84441,-6.17088
119.23166,1.90441,-6.13088
119.23166,3.82441,-6.01088
113.87166,5.19441,-5.06088
111.11966,6.40441,-3.86088
107.95166,7.49441,-3.10088
105.43966,6.13441,-3.21088
103.32766,6.36441,-5.03088
103.19966,7.28441,-6.00088
100.49566,7.12441,-6.48088
97.45566,7.23441,-6.66088
93.45566,7.24441,-7.81088
90.23965,7.64441,-8.87088
83.93566,7.49441,-8.45088
127.19966,5.49441,-2.96088
125.91965,4.36441,-1.56088
128.95966,3.59441,-2.60088
124.17566,4.97441,-4.74088
111.21566,5.84441,-1.19088
103.75966,5.28441,0.05912
101.99966,4.52441,0.84912
100.86366,4.37441,0.20912
98.36766,4.43441,0.06912
96.28766,4.64441,0.50912
90.71966,4.23441,1.52912
95.82366,2.59441,2.77912
99.51966,0.64441,3.45912
109.83966,1.29441,2.53912
107.47166,1.26441,2.78912
111.27966,0.36441,2.79912
114.59166,0.44441,2.72912
115.18365,-0.32559,2.83912
116.60766,0.26441,2.54912
119.40766,-2.16559,1.18912
