# window centre latitude, window latitude radius, window centre longitude, window longitude radius, POSIX timestamp
38.0,10.0,284.0,10.0,1777734000
# Number of axes
3
# axis 1: pressures
31
1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,70.0,50.0,30.0,20.0,10.0,7.0,5.0,3.0,2.0,1.0
# axis 2: latitudes
41
28.00,28.50,29.00,29.50,30.00,30.50,31.00,31.50,32.00,32.50,33.00,33.50,34.00,34.50,35.00,35.50,36.00,36.50,37.00,37.50,38.00,38.50,39.00,39.50,40.00,40.50,41.00,41.50,42.00,42.50,43.00,43.50,44.00,44.50,45.00,45.50,46.00,46.50,47.00,47.50,48.00
# axis 3: longitudes
41
274.00,274.50,275.00,275.50,276.00,276.50,277.00,277.50,278.00,278.50,279.00,279.50,280.00,280.50,281.00,281.50,282.00,282.50,283.00,283.50,284.00,284.50,285.00,285.50,286.00,286.50,287.00,287.50,288.00,288.50,289.00,289.50,290.00,290.50,291.00,291.50,292.00,292.50,293.00,293.50,294.00
# number of lines of data
52111
# data line component count
3
# now the data in axis 3 major order
# data is: geopotential height [gpm], u-component wind [m/s], v-component wind [m/s]
73.63478,9.39758,10.78113
77.89078,9.34758,12.85113
77.87478,5.96758,12.77113
81.55478,5.90758,11.54113
84.85078,6.43758,10.62113
88.78678,7.54758,10.02113
94.16278,9.37758,9.82113
91.89078,7.20758,10.56113
91.60278,6.06758,11.32113
95.49078,6.79758,11.38113
96.73878,6.12758,11.39113
102.22678,6.66758,11.64113
104.41878,5.19758,12.42113
108.17878,4.28758,13.26113
111.93878,1.83758,12.95113
118.78678,0.95758,12.44113
124.21078,-0.32242,12.46113
127.66678,-1.51242,12.12113
130.45078,-3.04242,11.40113
134.19478,-3.62242,9.97113
138.08278,-2.87242,9.44113
139.53879,-3.85242,8.49113
145.12279,-3.74242,7.37113
147.58678,-4.28242,6.22113
148.38678,-4.88242,5.08113
126.27478,-0.14242,-2.84887
123.66678,0.11758,-2.97887
121.31478,0.01758,-2.49887
116.27478,-1.27242,-3.16887
115.69878,-1.27242,-3.93887
111.81078,-0.41242,-4.34887
108.41878,-0.72242,-4.21887
102.54678,0.37758,-6.29887
97.37878,-0.57242,-6.64887
95.05878,-0.56242,-7.01887
91.63478,1.53758,-7.14887
81.68279,-1.90242,-8.19887
82.13078,1.16758,-9.04887
81.71478,7.77758,-1.46887
77.42678,6.47758,1.08113
71.65078,3.80758,1.56113
74.01878,5.48758,4.23113
74.83478,6.10758,8.73113
76.00278,5.24758,8.31113
78.06678,5.48758,7.68113
80.70678,7.10758,7.58113
83.25078,8.28758,8.10113
86.70678,9.08758,9.01113
88.05078,8.72758,8.67113
87.13878,7.32758,9.60113
90.99478,7.66758,10.21113
90.05078,6.07758,11.14113
96.03478,6.51758,11.83113
97.98678,4.81758,12.88113
100.91478,2.29758,13.47113
108.21078,1.29758,13.97113
113.73078,-0.40242,14.09113
118.80278,-1.57242,13.93113
124.94678,-2.63242,13.00113
127.01078,-4.33242,11.86113
130.80278,-4.21242,11.57113
135.31479,-4.21242,10.00113
138.77078,-4.69242,8.63113
144.06679,-4.58242,7.17113
146.49878,-5.20242,5.82113
148.80278,-5.13242,4.55113
128.67477,1.56758,-3.30887
124.41878,0.65758,-2.41887
120.00278,0.53758,-2.44887
116.80278,0.10758,-2.64887
115.98678,-0.18242,-2.72887
113.34678,-0.86242,-2.85887
112.22678,0.44758,-4.83887
106.16278,-0.73242,-5.44887
100.21078,-1.46242,-4.96887
95.68279,-2.04242,-5.35887
93.58678,0.14758,-7.34887
92.08278,1.01758,-5.98887
80.57878,-4.01242,-9.18887
84.37078,2.43758,-9.10887
74.33878,6.83758,0.56113
73.02678,6.62758,2.93113
72.25878,6.07758,3.51113
73.37878,3.71758,4.85113
74.69078,1.17758,5.47113
77.33078,2.02758,4.11113
77.20278,3.33758,2.81113
78.53078,6.68758,2.20113
81.09078,9.38758,5.05113
81.34678,9.61758,7.49113
83.87478,9.58758,8.69113
84.59478,8.99758,10.25113
85.04278,7.98758,10.70113
89.71478,7.40758,11.89113
90.65878,3.44758,14.04113
95.76278,1.26758,15.04113
102.45078,-0.38242,15.09113
110.59478,-1.08242,14.79113
116.13078,-2.85242,13.87113
121.76278,-4.12242,12.62113
126.64278,-4.51242,11.90113
130.94678,-4.97242,10.88113
132.45078,-6.05242,9.60113
136.80278,-5.94242,8.56113
142.77078,-5.33242,7.45113
145.34679,-5.65242,6.22113
147.61877,-5.75242,4.80113
127.10678,0.81758,-4.05887
123.89078,1.01758,-3.86887
121.09078,0.99758,-2.76887
117.41078,0.68758,-1.73887
114.70678,0.33758,-1.71887
114.27478,0.16758,-1.77887
110.91478,0.24758,-2.12887
106.97878,-0.22242,-3.69887
101.37878,-0.97242,-4.46887
97.92278,-1.88242,-6.05887
100.96278,-0.93242,-5.98887
97.61878,0.53758,-7.42887
83.26678,-3.60242,-7.23887
85.63478,0.02758,-9.85887
78.25878,-8.37242,-11.99887
75.92278,-2.67242,-6.30887
71.90678,2.07758,-1.87887
73.25078,6.02758,4.79113
71.57078,-5.29242,3.27113
73.84278,-3.99242,1.00113
78.33878,-1.70242,-0.10887
71.95478,-0.12242,-1.77887
75.20278,5.72758,3.80113
73.79478,9.79758,5.21113
76.70678,11.65758,8.98113
77.92278,10.83758,9.22113
80.13078,9.42758,9.68113
83.39478,7.42758,11.35113
83.97078,2.52758,14.55113
92.00278,0.94758,15.85113
97.37878,-1.35242,16.61113
105.76278,-2.91242,15.35113
113.09078,-4.27242,13.92113
119.58678,-5.63242,12.50113
125.18678,-6.08242,11.53113
130.38678,-6.57242,9.66113
133.82678,-6.24242,8.91113
135.74678,-6.49242,8.65113
141.55478,-5.60242,7.39113
144.91478,-5.66242,6.45113
146.89879,-5.60242,5.30113
129.39478,0.31758,-4.20887
123.18678,1.12758,-4.36887
117.31478,1.46758,-4.48887
115.98678,1.80758,-2.65887
110.54678,0.52758,-1.48887
112.70678,0.30758,-1.66887
110.80278,-0.15242,-2.46887
107.77878,-0.60242,-2.93887
103.34678,-0.69242,-2.72887
101.21878,-0.99242,-4.12887
100.99478,-1.89242,-5.43887
99.28278,-1.10242,-7.83887
91.55478,-3.42242,-8.99887
96.99478,-2.34242,-7.84887
90.24278,-0.34242,-9.43887
79.52278,-5.88242,-9.25887
78.37078,-7.47242,-10.01887
73.09078,-5.09242,-10.92887
70.72278,-6.80242,-7.45887
73.26678,-1.81242,-3.62887
75.36278,-2.89242,0.14113
74.03478,-5.86242,-1.92887
74.24278,-6.86242,-0.53887
72.32278,-5.59242,-0.64887
72.19478,-2.11242,0.94113
72.54678,1.64758,-1.52887
74.73878,10.84758,6.42113
74.73878,7.98758,11.98113
79.07478,4.43758,16.23112
86.24278,0.21758,17.74113
93.45878,-2.91242,16.25113
101.73078,-5.05242,14.81113
109.34678,-7.83242,13.10113
119.15478,-7.93242,11.27113
125.07478,-7.11242,9.69113
128.00278,-7.46242,10.21113
132.83478,-6.74242,8.07113
135.60278,-6.55242,7.97113
143.23479,-4.78242,7.13113
144.88278,-5.04242,6.40113
146.88278,-4.84242,5.29113
131.04279,-0.03242,-4.62887
127.36278,0.22758,-4.28887
120.62678,1.22758,-4.53887
112.64278,2.35758,-2.46887
107.68279,1.43758,-1.63887
110.38678,-1.57242,-0.80887
113.95478,-0.88242,-1.16887
111.18678,-0.25242,-2.22887
107.60278,-1.43242,-2.35887
107.21878,-2.65242,-3.03887
106.93078,-2.22242,-4.69887
102.00278,-3.23242,-7.28887
105.36278,-2.38242,-8.28887
102.70678,-1.27242,-8.08887
88.29078,-4.15242,-8.50887
94.89878,-1.14242,-8.75887
87.50678,-3.65242,-8.25887
86.59478,-2.68242,-12.49887
78.05078,-6.18242,-12.45887
76.78678,-5.46242,-11.94887
77.18678,-0.98242,-7.22887
75.82678,-3.64242,2.03113
74.72278,-7.72242,1.42113
75.84278,-10.23242,1.14113
72.53078,-12.99242,-1.71887
75.53878,-11.94242,-3.99887
72.00278,-9.40242,-5.84887
66.96278,10.45758,10.04113
71.81078,5.45758,17.30112
79.93878,-4.25242,15.70113
89.79478,-9.61242,12.20113
99.93878,-11.54242,10.98113
107.50678,-12.23242,9.87113
115.13878,-11.11242,8.01113
127.77878,-6.96242,6.68113
137.39478,-4.22242,7.68113
130.61078,-6.97242,7.44113
137.33078,-5.62242,6.95113
144.45078,-3.96242,6.17113
145.61877,-4.49242,4.99113
147.92278,-3.91242,4.09113
132.49878,-0.01242,-5.34887
127.17078,0.27758,-4.70887
123.89078,0.50758,-6.01887
111.33078,1.03758,-2.65887
107.18678,0.81758,-1.79887
106.54678,-0.95242,0.21113
108.46678,-1.68242,-1.61887
113.73078,-3.16242,-2.91887
113.65078,-2.16242,-2.07887
111.23478,-2.31242,-1.93887
112.46678,-2.81242,-2.59887
112.00278,-2.27242,-4.70887
109.53878,-1.96242,-6.78887
106.21078,-2.44242,-8.08887
99.04278,-2.63242,-8.43887
96.93078,-1.27242,-7.38887
92.54678,-2.08242,-6.97887
89.41078,-1.98242,-7.91887
92.54678,-2.83242,-11.48887
84.62678,-4.01242,-13.14887
83.79478,-2.18242,-13.20887
76.41878,-1.22242,-7.30887
74.43478,-6.51242,4.81113
77.15478,-9.03242,3.09113
76.51478,-12.64242,3.85113
75.26678,-14.76242,1.11113
76.70678,-15.54242,-2.86887
81.20278,-15.80242,-3.17887
95.23478,-12.34242,-0.38887
80.56278,-16.85242,4.91113
89.61878,-15.59242,7.57113
102.56278,-13.35242,8.68113
107.55478,-11.35242,9.60113
121.68279,-8.73242,9.52113
130.41878,-6.20242,9.69113
133.61877,-4.79242,5.95113
139.71478,-3.90242,6.82113
139.55478,-4.90242,6.32113
143.97078,-3.45242,5.73113
145.13878,-3.43242,4.65113
147.73077,-2.84242,3.70113
136.53078,0.39758,-4.30887
131.44278,-0.34242,-3.54887
130.70679,-0.67242,-4.45887
122.81878,0.38758,-3.97887
111.68279,2.33758,-1.19887
103.85878,0.48758,-1.38887
105.49078,-0.08242,0.83113
111.90678,-1.71242,-1.66887
115.92278,-2.29242,-2.23887
113.05878,-2.99242,-3.21887
114.83478,-2.70242,-3.08887
117.02678,-2.01242,-3.89887
116.17878,-1.79242,-4.18887
110.14678,-1.37242,-4.75887
108.17878,-2.43242,-6.71887
104.85078,-2.28242,-7.70887
103.01078,-1.20242,-7.13887
99.53878,-1.61242,-5.83887
96.41878,-2.24242,-6.56887
92.75478,-3.64242,-10.95887
88.06678,-1.99242,-14.35887
85.23478,-1.31242,-14.51887
77.93878,-0.76242,-5.39887
80.38678,-10.01242,6.02113
83.61878,-10.89242,4.31113
78.22678,-13.99242,4.46113
77.74678,-15.39242,4.78113
98.48278,-10.34242,5.37113
93.66678,-13.66242,5.70113
94.51478,-13.39242,2.61113
110.77078,-10.47242,4.28113
112.75478,-10.20242,6.27113
115.79478,-9.60242,6.62113
112.70678,-9.91242,6.57113
128.40279,-5.79242,4.65113
138.08278,-3.45242,6.37113
137.76279,-4.13242,4.55113
142.83478,-2.59242,3.96113
145.45879,-1.73242,4.03113
144.99478,-1.99242,3.53113
146.89879,-2.18242,2.99113
143.47478,-0.46242,-5.18887
136.05078,0.14758,-4.11887
132.67477,-0.73242,-3.71887
133.18678,-1.13242,-4.68887
124.54678,-0.06242,-3.14887
111.10678,0.73758,-1.76887
112.97878,0.10758,-1.90887
117.60278,1.38758,-2.32887
113.23478,-0.67242,-1.24887
118.30678,-2.77242,-2.13887
120.35478,-2.13242,-2.13887
119.47478,-2.07242,-2.90887
118.24278,-1.35242,-3.45887
114.27478,-0.93242,-4.13887
110.53078,-1.37242,-5.44887
107.34678,-2.51242,-7.64887
105.26678,-2.41242,-9.18887
99.23478,-2.18242,-9.49887
95.12278,-2.68242,-7.87887
95.01078,-3.21242,-8.75887
95.76278,-1.92242,-11.15887
91.89078,-1.17242,-15.22887
83.85878,-1.27242,-14.77887
84.51478,-8.65242,5.78113
88.21078,-7.98242,5.71113
81.04278,-11.28242,5.87113
86.65878,-11.53242,5.60113
96.93078,-9.45242,4.83113
98.99478,-9.90242,4.13113
99.61878,-11.50242,6.08113
111.28278,-8.78242,6.71113
115.25078,-7.83242,6.91113
120.38678,-6.47242,7.33113
121.47478,-6.35242,8.38113
127.87478,-4.67242,8.09113
132.19478,-4.08242,6.07113
139.42679,-2.39242,5.32113
140.85078,-1.72242,4.77113
144.45078,-0.72242,3.57113
145.18678,-1.79242,3.35113
146.05078,-1.88242,2.52113
147.36278,0.03758,-3.40887
143.73077,0.29758,-3.85887
137.44278,-0.48242,-3.92887
133.57079,-0.07242,-3.09887
133.82678,-0.87242,-3.15887
132.27478,-0.72242,-2.68887
130.35478,-0.26242,-2.90887
121.02678,0.82758,-1.93887
106.46678,1.03758,-1.18887
114.40278,-1.06242,-0.38887
120.78678,-0.91242,-2.73887
117.05878,-0.76242,-3.72887
119.29878,-1.50242,-3.38887
121.42678,-0.15242,-3.39887
117.15478,-0.84242,-2.76887
113.76278,-1.73242,-3.55887
114.17878,-3.01242,-6.89887
114.11478,-3.38242,-8.57887
109.65078,-2.32242,-6.96887
107.44278,-3.42242,-8.03887
102.75478,-4.40242,-9.98887
99.53878,-2.03242,-11.22887
97.49078,-0.98242,-12.67887
94.97878,-1.06242,-11.00887
92.40278,-3.07242,3.79113
86.14678,-7.31242,8.00113
92.57878,-7.29242,10.65113
97.36278,-5.65242,11.40113
101.93878,-5.35242,10.75113
102.53078,-7.28242,9.64113
111.36278,-5.63242,9.87113
119.21878,-2.95242,10.42113
119.92278,-4.64242,9.47113
121.76278,-6.82242,6.70113
128.54678,-5.21242,5.42113
129.52278,-3.75242,4.26113
137.76279,-1.31242,4.55113
140.22678,-2.33242,4.20113
143.52278,-1.66242,3.41113
144.81879,-1.53242,2.60113
145.04279,-1.37242,1.79113
150.70679,-0.35242,-2.79887
147.50677,-0.26242,-2.60887
143.39478,-0.42242,-2.81887
141.45879,-0.48242,-2.67887
137.60278,-0.01242,-3.45887
135.12279,0.12758,-3.22887
130.45078,-0.03242,-2.29887
130.00278,-0.62242,-3.67887
122.05078,1.00758,-2.27887
114.85078,0.98758,-2.17887
118.35478,1.05758,-3.86887
118.77078,-0.32242,-2.77887
123.76278,-0.02242,-2.81887
120.99478,0.11758,-3.90887
121.28278,-0.12242,-2.16887
119.23478,-1.31242,-1.98887
118.70678,-1.98242,-3.35887
120.16278,-2.20242,-6.08887
115.95478,-2.16242,-7.40887
112.14678,-1.74242,-7.76887
108.97878,-2.49242,-9.47887
107.52278,-3.60242,-10.17887
105.50678,-1.55242,-8.76887
101.36278,0.07758,-10.23887
98.91478,-0.45242,-11.01887
92.25878,1.17758,0.35113
92.59478,-4.39242,11.79113
96.35478,-4.79242,11.62113
97.66678,-5.05242,10.37113
103.69878,-3.85242,10.10113
110.64278,-4.05242,9.24113
114.37078,-5.43242,7.39113
118.65878,-4.64242,6.39113
121.73078,-3.82242,7.15113
126.69078,-2.75242,7.73113
131.07478,-2.78242,7.66113
136.13078,-2.28242,6.08113
138.78677,-2.13242,5.04113
140.85078,-1.84242,4.02113
142.13078,-1.65242,2.69113
142.08278,-1.61242,1.57113
151.77878,-1.08242,-1.51887
150.38678,-0.79242,-2.24887
148.48279,-0.64242,-2.45887
145.60278,-0.21242,-2.33887
143.71478,-0.54242,-2.69887
141.45879,-0.47242,-2.84887
138.30678,-0.13242,-2.63887
133.77878,0.10758,-3.23887
131.17078,0.36758,-2.95887
127.25078,1.58758,-3.23887
122.46678,1.55758,-4.20887
120.91478,1.34758,-4.07887
122.56278,-0.15242,-3.09887
124.09878,0.21758,-2.68887
121.90678,0.17758,-2.69887
119.47478,-1.24242,-2.94887
120.37078,-1.93242,-2.23887
123.25078,-1.94242,-4.92887
122.27478,-0.27242,-6.63887
119.26678,0.26758,-7.17887
116.77078,0.00758,-9.56887
113.42678,-0.51242,-9.50887
109.28278,-1.45242,-9.51887
106.51478,-1.23242,-6.76887
104.24278,0.35758,-8.26887
99.37878,-0.64242,-8.86887
97.18678,-4.71242,1.58113
99.39478,-3.38242,5.40113
101.09078,-5.27242,5.74113
105.95478,-6.39242,5.97113
112.06678,-4.76242,5.87113
114.45078,-3.79242,6.09113
117.95478,-2.47242,6.82113
121.65078,-2.82242,6.90113
125.82678,-3.20242,6.43113
129.73077,-3.29242,5.77113
135.47478,-2.39242,5.03113
138.57878,-1.90242,4.34113
138.45078,-1.95242,3.85113
140.80278,-1.41242,3.13113
141.74678,-1.21242,2.20113
152.09879,-0.82242,-1.17887
151.68279,-1.28242,-1.54887
150.40279,-1.01242,-2.14887
150.37079,-0.63242,-2.84887
147.12279,-0.17242,-2.36887
145.89078,-0.16242,-2.06887
145.10678,-0.23242,-2.17887
142.35478,0.52758,-2.50887
138.89879,0.68758,-2.38887
135.25078,1.59758,-2.40887
129.45879,1.50758,-3.40887
123.98678,1.73758,-3.37887
125.37878,0.91758,-3.04887
123.52278,0.34758,-2.19887
123.71478,-0.00242,-1.81887
123.93878,-0.48242,-2.91887
122.78678,-1.78242,-3.90887
125.02678,-1.15242,-5.96887
125.18678,-0.28242,-6.33887
124.30678,1.17758,-6.31887
121.29878,1.72758,-8.11887
116.78678,2.06758,-6.31887
