# window centre latitude, window latitude radius, window centre longitude, window longitude radius, POSIX timestamp
38.0,10.0,284.0,10.0,1777690800
# Number of axes
3
# axis 1: pressures
31
1000.0,975.0,950.0,925.0,900.0,850.0,800.0,750.0,700.0,650.0,600.0,550.0,500.0,450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,70.0,50.0,30.0,20.0,10.0,7.0,5.0,3.0,2.0,1.0
# axis 2: latitudes
41
28.00,28.50,29.00,29.50,30.00,30.50,31.00,31.50,32.00,32.50,33.00,33.50,34.00,34.50,35.00,35.50,36.00,36.50,37.00,37.50,38.00,38.50,39.00,39.50,40.00,40.50,41.00,41.50,42.00,42.50,43.00,43.50,44.00,44.50,45.00,45.50,46.00,46.50,47.00,47.50,48.00
# axis 3: longitudes
41
274.00,274.50,275.00,275.50,276.00,276.50,277.00,277.50,278.00,278.50,279.00,279.50,280.00,280.50,281.00,281.50,282.00,282.50,283.00,283.50,284.00,284.50,285.00,285.50,286.00,286.50,287.00,287.50,288.00,288.50,289.00,289.50,290.00,290.50,291.00,291.50,292.00,292.50,293.00,293.50,294.00
# number of lines of data
52111
# data line component count
3
# now the data in axis 3 major order
# data is: geopotential height [gpm], u-component wind [m/s], v-component wind [m/s]
137.78244,-2.28552,-0.77807
138.91844,-1.41552,-1.68807
138.18243,-0.85552,-2.33807
137.14244,-0.62552,-3.37807
137.27043,-0.31552,-3.80807
135.97444,-0.25552,-4.50807
133.78244,-0.08552,-5.67807
133.73444,0.68448,-6.88807
131.70244,1.31448,-7.76807
122.18243,-0.30552,-5.17807
113.84644,-0.02552,-2.70807
111.83044,-0.52552,-5.11807
109.33443,-0.09552,-1.47807
109.31844,0.78448,-1.82807
106.85444,0.88448,-0.66807
104.45444,1.55448,0.75193
104.90244,-0.45552,1.29193
105.89444,0.24448,1.43193
105.83044,-0.00552,1.30193
104.82244,-0.49552,0.96193
106.15044,-0.37552,0.29193
108.37444,-0.41552,-1.02807
108.39043,-0.55552,2.83193
108.31044,-4.14552,2.83193
108.18243,-4.75553,1.37193
109.38244,-5.43552,0.87193
112.61444,-4.92552,-0.19807
110.91843,-2.78552,0.78193
110.15044,0.84448,6.14193
111.28644,-0.68552,5.84193
113.20644,-2.04552,6.87193
113.52644,-4.36552,7.07193
116.69444,-5.05552,6.59193
119.73444,-4.84552,6.25193
123.27044,-4.00553,5.73193
125.22243,-3.77552,5.25193
128.95044,-2.95552,4.63193
129.52644,-3.27552,3.52193
132.77444,-2.51552,2.51193
133.81444,-1.94552,1.85193
135.78244,-1.21552,1.34193
136.48643,-0.55552,0.53193
137.84644,0.37448,-0.29807
137.31844,0.78448,-1.33807
137.62244,1.27448,-2.15807
136.74243,1.40448,-2.94807
134.83844,1.26448,-4.10807
134.45444,1.74448,-4.98807
131.79843,1.94448,-6.02807
130.80644,2.47448,-7.15807
131.31844,-0.13552,-3.44807
123.52644,0.52448,-1.46807
122.90244,-0.87552,-3.63807
122.03844,0.20448,-2.22807
114.82244,0.98448,-0.90807
114.69444,0.71448,-1.19807
110.51844,0.11448,-1.62807
106.51844,0.34448,-0.86807
105.23843,0.99448,1.57193
104.88644,0.26448,1.47193
105.06244,-0.05552,1.34193
104.98244,-0.57552,1.41193
107.51044,-0.27552,-0.26807
107.87844,-1.24552,-0.78807
108.79044,-2.20552,1.15193
109.41444,-2.23552,2.81193
112.79044,-2.58552,2.10193
114.39043,-3.05552,0.70193
113.73444,-3.77552,-0.41807
115.20644,-4.07552,-0.36807
110.98244,-3.16552,3.65193
113.47844,-1.86552,6.45193
116.43844,-3.97552,6.30193
119.57444,-3.94552,6.11193
120.96644,-4.38552,5.61193
123.59044,-3.74552,4.99193
125.95844,-3.55552,4.57193
127.47844,-3.64552,2.98193
129.17444,-3.15552,1.65193
131.73444,-2.13552,0.82193
133.22244,-0.97552,-0.01807
133.86244,0.69448,-0.21807
135.06244,1.93448,-0.14807
135.49443,2.44448,-0.48807
137.12643,3.11448,-0.92807
136.75844,3.40448,-1.67807
134.96643,3.21448,-2.80807
133.44644,3.22448,-3.38807
133.92644,3.62448,-4.48807
130.74243,3.48448,-5.85807
129.83044,3.67448,-6.97807
137.09444,-0.99552,-4.25807
132.47044,0.34448,-3.22807
126.91843,-0.09552,-2.43807
128.77444,-0.92552,-4.10807
129.43044,-1.03552,-1.73807
128.39044,0.61448,-1.64807
124.74244,0.10448,-1.40807
117.44643,2.02448,-1.38807
103.43044,0.21448,-0.24807
103.71844,0.62448,1.91193
104.35844,0.14448,1.75193
105.70244,-0.23552,2.25193
106.69444,-0.33552,1.35193
107.86243,-1.06552,1.50193
110.23044,-1.55552,0.99193
112.02244,-2.54552,0.56193
113.67044,-2.45552,1.73193
115.31844,-2.43552,4.11193
116.74244,-2.26552,4.14193
118.63044,-3.12552,3.01193
117.31844,-4.53552,2.11193
117.20644,-4.97552,1.27193
120.37444,-4.14552,2.41193
123.43044,-2.33552,4.51193
122.69444,-3.09552,4.86193
126.08644,-2.40552,4.14193
127.60644,-2.08552,3.13193
127.23843,-2.35553,2.12193
128.71043,-2.16552,1.10193
131.97444,-0.77552,0.05193
132.40643,-0.11552,-0.73807
134.15044,1.20448,-1.48807
134.18243,2.15448,-1.85807
133.55844,2.74448,-2.28807
134.26244,3.56448,-2.71807
133.25444,4.29448,-2.68807
132.75844,5.19448,-2.21807
132.85443,5.43447,-2.85807
131.43044,5.16447,-3.93807
127.95844,4.79448,-5.52807
127.31844,4.70447,-6.55807
141.39844,0.18448,-2.04807
138.59843,0.08448,-2.23807
133.92644,0.42448,-3.29807
127.89444,-0.00552,-3.31807
131.07843,-1.05552,-2.82807
131.04643,0.42448,-0.86807
128.75844,1.74448,0.20193
123.12643,0.41448,-1.25807
118.75844,0.86448,-1.63807
110.13444,0.56448,-1.52807
106.37444,0.50448,-0.16807
105.11044,0.81448,1.70193
104.88644,0.32448,2.51193
106.16644,0.73448,2.13193
108.66244,0.79448,1.79193
110.05444,-0.00552,2.37193
112.43844,-0.82552,3.78193
115.67044,-1.69552,4.49193
117.11044,-1.28552,5.04193
118.42244,-1.58552,4.79193
118.88644,-1.91552,4.77193
119.07844,-2.84552,5.56193
122.02244,-2.62552,4.59193
123.03044,-2.01552,3.55193
123.59044,-1.77552,3.69193
124.10244,-1.90552,4.27193
127.47844,-1.11552,2.88193
128.21443,-1.32552,2.10193
129.27043,-1.41552,0.85193
131.31844,-0.11552,0.06193
130.51843,0.03448,-0.69807
132.61444,1.35448,-1.49807
133.20644,2.56448,-1.99807
132.07043,3.42448,-2.23807
131.94244,4.62448,-2.30807
132.26244,5.22447,-3.02807
131.52644,6.26447,-3.09807
130.58244,5.91447,-4.12807
128.66245,5.27448,-4.45807
127.06244,5.45447,-5.81807
125.43044,5.44448,-7.04807
143.38243,0.41448,-2.91807
141.07843,0.19448,-1.96807
138.58244,-0.40552,-1.93807
137.95844,-0.28552,-1.78807
134.15044,-0.08552,-2.43807
134.91844,-0.93552,-3.46807
131.33444,0.21448,-2.55807
125.73444,-1.04552,-1.15807
121.84644,0.25448,-0.35807
122.21444,0.98448,-0.90807
118.85444,0.85448,-2.61807
112.27843,1.05448,-2.59807
109.84644,1.74448,-0.58807
105.89444,1.12448,1.68193
107.63844,1.36448,2.50193
107.86243,0.52448,2.17193
109.51044,0.09448,2.82193
111.41444,-0.37552,5.74193
115.33443,0.05448,6.00193
116.59843,-0.55552,5.67193
118.64644,-0.39552,6.24193
119.51044,-1.63552,6.27193
121.03044,-1.65552,4.93193
123.75043,-1.10552,3.68193
125.23843,-0.59552,3.23193
126.61444,-0.21552,2.84193
127.46244,-0.21552,2.74193
127.99044,-0.71552,1.78193
129.91043,-0.55552,1.41193
130.15044,-0.66552,0.25193
131.14244,-0.27552,-0.69807
133.36644,0.74448,-1.62807
132.61444,1.42448,-2.28807
132.21443,2.19448,-2.81807
130.64644,2.95448,-3.47807
130.72644,3.62448,-4.08807
130.23044,3.60448,-4.67807
130.24644,4.37448,-4.98807
128.93443,4.86448,-5.68807
127.35044,5.37448,-6.06807
126.35844,6.04448,-6.19807
144.10243,-1.06552,-2.72807
143.70244,-1.28552,-1.42807
143.83044,-1.67552,-1.48807
143.71844,-0.49552,-1.42807
142.61444,-0.86552,-2.11807
141.67044,-0.47552,-2.14807
140.77444,-0.17552,-1.85807
135.49443,0.61448,-3.16807
129.28644,0.55448,-2.75807
125.36644,0.82448,-1.38807
125.78244,1.12448,-1.39807
126.37444,1.26448,-1.62807
114.48643,1.58448,-2.34807
112.59843,2.34448,-4.06807
110.66244,1.75448,1.60193
108.47044,0.95448,2.99193
108.02244,0.51448,2.52193
108.72644,1.12448,5.62193
111.71844,0.91448,6.66193
113.23843,1.04448,7.42193
114.96644,0.57448,7.95193
115.78244,-1.39552,8.21193
119.84644,-0.86552,7.31193
123.36644,-0.36552,5.87193
125.15844,-0.17552,4.36193
126.69444,0.25448,3.51193
128.05444,0.26448,3.34193
129.27043,-0.23552,3.20193
129.65443,-1.16552,2.01193
131.62244,-1.08552,1.10193
132.24644,-0.44552,0.10193
133.57443,0.57448,-0.70807
132.72644,1.15448,-1.72807
132.48643,1.95448,-2.62807
131.23843,2.46448,-3.23807
131.60643,3.16448,-3.43807
130.26244,3.76448,-3.84807
130.10243,4.38448,-4.02807
128.39044,4.90448,-4.23807
127.33443,5.68447,-4.63807
123.46244,5.80448,-5.44807
145.23843,-0.35552,-2.99807
145.22244,-1.09552,-1.90807
144.72644,-1.41552,-1.56807
144.90244,-0.97552,-2.36807
144.24644,0.08448,-1.68807
141.92644,-0.35552,-1.76807
141.65443,-0.30552,-1.92807
139.49443,0.47448,-2.81807
134.71043,0.67448,-2.77807
132.15044,0.52448,-2.50807
128.95044,0.61448,-2.58807
128.83844,1.31448,-1.94807
124.71043,1.35448,-0.14807
118.74244,1.92448,-0.57807
109.97443,2.88447,-0.66807
103.43044,1.68448,3.05193
